Region,Country,Year,Age,Both Sexes Population,Male Population,Female Population,Percent Both Sexes,Percent Male,Percent Female,Sex Ratio,,,,,,,,
Custom Region,Germany,2013,23,996467,507268,489199,1.2,1.3,1.2,103.7,,,,,,,,
Custom Region,Germany,2013,24,1011001,514401,496600,1.2,1.3,1.2,103.6,,,,,,,,
Custom Region,Germany,2013,25,1017363,518393,498970,1.3,1.3,1.2,103.9,,,,,,,,
Custom Region,Germany,2013,26,1002279,510365,491914,1.2,1.3,1.2,103.8,,,,,,,,
Custom Region,Germany,2013,27,978473,496979,481494,1.2,1.2,1.2,103.2,,,,,,,,
Custom Region,Germany,2013,28,965661,489748,475913,1.2,1.2,1.2,102.9,,,,,,,,
Custom Region,Germany,2013,29,966180,489447,476733,1.2,1.2,1.2,102.7,,,,,,,,
Custom Region,Germany,2013,30,982261,496827,485434,1.2,1.2,1.2,102.3,,,,,,,,
Custom Region,Germany,2013,31,993857,501610,492247,1.2,1.3,1.2,101.9,,,,,,,,
Custom Region,Germany,2013,32,1003979,506437,497542,1.2,1.3,1.2,101.8,,,,,,,,
Custom Region,Germany,2013,33,985253,496659,488594,1.2,1.2,1.2,101.7,,,,,,,,
Custom Region,Germany,2013,34,954188,481714,472474,1.2,1.2,1.1,102,,,,,,,,
Custom Region,Germany,2013,35,946490,477931,468559,1.2,1.2,1.1,102,,,,,,,,
Custom Region,Germany,2013,36,936641,473204,463437,1.2,1.2,1.1,102.1,,,,,,,,
Custom Region,Germany,2013,37,918250,464233,454017,1.1,1.2,1.1,102.3,,,,,,,,
Custom Region,Germany,2013,38,911915,462028,449887,1.1,1.2,1.1,102.7,,,,,,,,
Custom Region,Germany,2013,39,925925,467498,458427,1.1,1.2,1.1,102,,,,,,,,
Custom Region,Germany,2013,40,977304,493625,483679,1.2,1.2,1.2,102.1,,,,,,,,
Custom Region,Germany,2013,41,1089010,552696,536314,1.3,1.4,1.3,103.1,,,,,,,,
Custom Region,Germany,2013,42,1171192,594102,577090,1.4,1.5,1.4,102.9,,,,,,,,
Custom Region,Germany,2013,43,1239843,629072,610771,1.5,1.6,1.5,103,,,,,,,,
Custom Region,Germany,2013,44,1319389,671016,648373,1.6,1.7,1.6,103.5,,,,,,,,
Custom Region,Germany,2013,45,1368430,695872,672558,1.7,1.7,1.6,103.5,,,,,,,,
Custom Region,Germany,2013,46,1401162,712963,688199,1.7,1.8,1.7,103.6,,,,,,,,
Custom Region,Germany,2013,47,1421783,725730,696053,1.8,1.8,1.7,104.3,,,,,,,,
Custom Region,Germany,2013,48,1439021,735722,703299,1.8,1.8,1.7,104.6,,,,,,,,
Custom Region,Germany,2013,49,1446745,739019,707726,1.8,1.9,1.7,104.4,,,,,,,,
Custom Region,Germany,2013,50,1416222,721201,695021,1.7,1.8,1.7,103.8,,,,,,,,
Custom Region,Germany,2013,51,1378026,697802,680224,1.7,1.7,1.6,102.6,,,,,,,,
Custom Region,Germany,2013,52,1344005,678558,665447,1.7,1.7,1.6,102,,,,,,,,
Custom Region,Germany,2013,53,1304008,658006,646002,1.6,1.7,1.6,101.9,,,,,,,,
Custom Region,Germany,2013,54,1249895,630147,619748,1.5,1.6,1.5,101.7,,,,,,,,
Custom Region,Germany,2013,55,1203924,605843,598081,1.5,1.5,1.4,101.3,,,,,,,,
Custom Region,Germany,2013,56,1173456,588638,584818,1.4,1.5,1.4,100.7,,,,,,,,
Custom Region,Germany,2013,57,1137537,568239,569298,1.4,1.4,1.4,99.8,,,,,,,,
Custom Region,Germany,2013,58,1108892,550483,558409,1.4,1.4,1.4,98.6,,,,,,,,
Custom Region,Germany,2013,59,1082240,533499,548741,1.3,1.3,1.3,97.2,,,,,,,,
Custom Region,Germany,2013,60,1064209,522714,541495,1.3,1.3,1.3,96.5,,,,,,,,
Custom Region,Germany,2013,61,1047863,513308,534555,1.3,1.3,1.3,96,,,,,,,,
Custom Region,Germany,2013,62,1035454,506691,528763,1.3,1.3,1.3,95.8,,,,,,,,
